,Oración 1,Oración 2,Similitud
124,"los camoteros de la ciudad ofrecen generalmente frutos de piel púrpura y pulpa blanca, aunque también hay amarillos.","los vendedores de camotes de la ciudad ofrecen frutos de cáscara morada y pulpa blanquecina, aunque llega a haber amarillos.",0.9482428431510925
125,"los camotes y los plátanos son servidos en una servilleta de papel sobre platos desechables. suelen comerse con crema de leche azucarada, canela en polvo y se acompañan con leche.","se acostumbra servir los camotes y plátanos en una servilleta sobre platos desechables. se comen con crema de leche azucarada, canela espolvoreada y acompañados con leche.",0.9495894908905029
126,"por su parte, el camote es un tubérculo cuyo cultivo estaba extendido por todo el continente antes de la conquista.","por su parte, el boniato era un  cultivo común en todo el continente antes de la conquista. las batatas de ciudad",0.9517650008201599
127,"en la parte alta del carrito, existe una superficie que el camotero utiliza para colocar los aderezos, poner al alcance de la mano las monedas y preparar sus productos.","en la parte superior del carrito, existe un espacio que el camotero emplea para poner los aderezos, alcanzar las monedas y preparar sus productos.",0.9526473879814148
128,y oler el dulce aroma que emana del carrito mientras observas la iluminada avenida por las luces nocturnas.,y oler el agradable aroma que despide del carrito mientras se observa la iluminada avenida por las luces nocturnas.,0.9580760598182678
129,"para lograr la cocción y la buena temperatura, los cajones del carrito deben estar cubiertos por una cama de cáscaras de plátano que sirve para mantener húmedo el producto.","para una correcta cocción y  temperatura, los cajones de los carros deben cubrirse con cáscara de plátano  para mantener la humedad del producto.",0.9591788649559021
130,no hay muchas sensaciones que se comparen al hecho de salir por la noche y ver cómo preparan un camote con leche o mermelada.,no hay muchas sensaciones que se comparen con salir de  noche y ver cómo preparan un boniato con leche o mermelada.,0.9612193703651428
131,"a pesar de las dificultades y la disminución de las ventas con el tiempo, los camoteros son un dulce oficio que se resiste a extinguirse.","a pesar de las dificultades y la caída de las ventas con el paso del tiempo, los productores de boniato son un dulce oficio que no quiere morir.",0.961531400680542
132,"a pesar de las dificultades y la disminución de las ventas con el tiempo, los camoteros son un dulce oficio que se resiste a extinguirse.","se resiste a extinguirse el agradable oficio de los camoteros, a pesar de las adversidades y la disminución de las ventas a través del tiempo.",0.9641838669776917
133,"salidos del horno, estos barrocos alimentos se sirven al consumidor con una cobertura que puede incluir leche condensada, mermelada, chocolate, entre otras cosas.","una vez fuera del horno, estos platos barrocos  se sirven al consumidor con un relleno que puede incluir leche condensada, mermelada, chocolate, entre otros.",0.9644117951393127
134,"quizá la forma de comercio sea más particular de las ciudades, incluyendo la ciudad de méxico, pero los productos son procedentes de áreas agrícolas del interior de la república.","el consumo mencionado es más popular en metrópolis como la cdmx, aunque la mayoría de los ingredientes provienen de zonas de cultivo ubicadas fuera de la ciudad.",0.9648587703704834
135,"méxico tiene una amplia gama de tradiciones y costumbres. una bastante común en las ciudades es la del carrito de los camotes, identificado por su particular silbido.","méxico tiene una amplia gama de tradiciones y costumbres. algo bastante común en las ciudades es el carrito de boniatos, identificado por su distintivo silbido.",0.9648973345756531
136,"se trata de una tradición gastronómica mestiza, pues los plátanos son de origen asiático, originalmente introducido en las islas canarias que llegó a la américa continental.",ésta se puede considerar como una tradición mestiza ya que los plátanos provienen de asia. fueron introducidos en las islas canarias y más tarde llegaron a la américa continental.,0.9650171995162964
137,"en la parte alta del carrito, existe una superficie que el camotero utiliza para colocar los aderezos, poner al alcance de la mano las monedas y preparar sus productos.","en la parte superior del carro, hay una superficie que el productor de camote utiliza para colocar la cinta, colocar los componentes al alcance  y preparar su producto.",0.9684394001960754
138,"aunque en méxico se les conoce como camoteros, no son camotes lo único que vende: ofrece también plátanos machos y el nopal es horneado.","aunque en méxico se llaman camoteros,  lo único que venden no es camote: también ofrecen camote cocido y nopal.",0.968646228313446
139,"quizá la forma de comercio sea más particular de las ciudades, incluyendo la ciudad de méxico, pero los productos son procedentes de áreas agrícolas del interior de la república.","aunque esta forma de vender camotes y plátanos es característica de las urbes como la ciudad de méxico, la materia prima procede de las zonas agrícolas en provincia.",0.9693561792373657
140,no hay muchas sensaciones que se comparen al hecho de salir por la noche y ver cómo preparan un camote con leche o mermelada.,no es común percibir una sensación igual que se compare al hecho de salir por la noche y ver cómo preparan un camote con leche o jalea.,0.9695123434066772
141,las tres ruedas tienen alma metálica para soportar el peso y están forradas de hule o caucho vulcanizado para contrarrestar la fricción.,las tres ruedas tienen un núcleo de metal para soportar el peso y están recubiertas de caucho o caucho vulcanizado para resistir la fricción.,0.9703330993652344
142,"en la parte alta del carrito, existe una superficie que el camotero utiliza para colocar los aderezos, poner al alcance de la mano las monedas y preparar sus productos.","en la parte superior el carrito tiene una superficie donde el camotero acomoda los aderezos, prepara sus productos y tiene a la mano las monedas.",0.970542848110199
143,"quizá la forma de comercio sea más particular de las ciudades, incluyendo la ciudad de méxico, pero los productos son procedentes de áreas agrícolas del interior de la república.","aunque los productos utilizados provienen de áreas agrícolas del interior del país, esta forma de comercio es característico de las ciudades, entre ellas, la ciudad de méxico.",0.9748182892799377
144,"quizá la forma de comercio sea más particular de las ciudades, incluyendo la ciudad de méxico, pero los productos son procedentes de áreas agrícolas del interior de la república.","quizás el comercio es más específico de las ciudades, incluida la ciudad de méxico, pero los productos provienen de las zonas agrícolas del interior de la república.",0.9784785509109497
145,"aunque, de vez en cuando, puede tomar por sorpresa a cualquier turista que recorre las calles y avenidas de la ciudad.","aunque, en ocasiones puede sorprender a algún turista que anda por las calles y avenidas de la ciudad.",0.9808713793754578
146,"aunque, de vez en cuando, puede tomar por sorpresa a cualquier turista que recorre las calles y avenidas de la ciudad.",aunque de vez en cuando puede sorprender a cualquier visitante que pase por las calles y avenidas de la ciudad.,0.9842932224273682
147,"méxico tiene una amplia gama de tradiciones y costumbres. una bastante común en las ciudades es la del carrito de los camotes, identificado por su particular silbido.","méxico tiene una amplia variedad de tradiciones y costumbres. una usual en las ciudades es la del carrito de los camotes, que es distinguido por su especial silbido.",0.9883201718330383
148,"como el carrito mantiene el calor, el vapor que genera es empleado para silbar fuerte y distintivamente.","como el carrito mantiene el calor, el vapor que produce es usado para silbar fuerte y particularmente.",0.9943680763244629
149,el vendedor ambulante empuja el carrito de los camotes para trasladarse entre las calles de la ciudad y comercializar su producto.,el vendedor ambulante empuja el carrito de los camotes para desplazarse entre las calles de la ciudad y vender su producto.,0.9982755780220032
