,Unnamed: 0,Unnamed: 0.1,Oración 1,Oración 2,Similitud
261,177.0,177.0,el elemento teatral de la cocina molecular también es muy atractivo para algunos.,"para ciertos grupos de personas, la teatralidad que es propia de la gastronomía molecular es sumamente atractiva.",0.9034619331359864
262,178.0,178.0,"aunque sous vide es clasificado como técnica de cocina molecular, el método es muy simple y, como con la tradicional, lo importante es el tiempo y la temperatura.","lo más importante de las técnicas tradicionales es el tiempo y la temperatura, un ejemplo de ello es sous vide aunque en la actualidad se considera parte de la cocina molecular.",0.9040762186050416
263,179.0,179.0,"sous vide es una forma perfectamente segura de cocinar, pero un pedazo de carne mal preparado será malo no importa cómo se cocine.","no interesa como se cocine, una porción de carne que no se encuentre bien preparada será desagradable incluso si se realiza con el método sous vide que es sumamente seguro para cocinar.",0.9050845503807068
264,180.0,180.0,el sous vide es un método de cocción que mantiene la integridad de los alimentos al calentarlos durante largos periodos a temperaturas relativamente bajas.,"la integridad de los alimentos al cocinarlos se puede resguardar con la técnica sous vide, que consiste en calentarlos a temperaturas relativamente bajas por periodos prolongados de tiempo.",0.905119240283966
265,181.0,181.0,"sous vide es una forma perfectamente segura de cocinar, pero un pedazo de carne mal preparado será malo no importa cómo se cocine.","esta técnica sous vide existe como una manera totalmente fuera de riesgo para cocinar, pero un trozo de carne hecho con las patas siempre será malo, sin considerar que pase.",0.9060666561126708
266,182.0,182.0,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.","este método, cuyo antecedente de uso se encuentra en los laboratorios científicos, consiste en llevar al punto de ebullición el medio acuoso por medio de presiones bajas, con lo que se evita que la temperatura deshaga las moléculas del sabor",0.9066961407661438
267,183.0,183.0,los sabores más delicados pueden preservarse con un poco de ciencia.,"utilizando pequeñas cantidades de ciencia, los sabores más delicados pueden conservarse.",0.906707227230072
268,184.0,184.0,"no obstante, cabe preguntarse cuánto de su influencia culinaria va a resistir el paso del tiempo.","sin embargo, es importante cuestionarse qué tanto durará su relevancia culinaria a través del tiempo.",0.9068869948387146
269,185.0,185.0,"sous vide es una forma perfectamente segura de cocinar, pero un pedazo de carne mal preparado será malo no importa cómo se cocine.","un trozo de carne que no se preparó de manera correcta será malo sin importar el método de cocción que se emplee, sin embargo, sous vide es un método seguro de cocción.",0.9068933129310608
270,186.0,186.0,"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.",un ejemplo de esto es la ebullición al vacío de los pétalos de una flor para conservar su olor.,0.9071157574653624
271,187.0,187.0,"aunque sous vide es clasificado como técnica de cocina molecular, el método es muy simple y, como con la tradicional, lo importante es el tiempo y la temperatura.","pese a ser catalogado como un procedimiento propio de la cocina molecular el sous de vide es muy simple, pues al igual que lo tradicional, lo que importa es el tiempo y la temperatura.",0.9074302315711976
272,188.0,188.0,el elemento teatral de la cocina molecular también es muy atractivo para algunos.,el carácter llamativo de esta clase de gastronomía es igualmente fascinante para más de uno.,0.9079654216766356
273,189.0,189.0,"aunque sous vide es clasificado como técnica de cocina molecular, el método es muy simple y, como con la tradicional, lo importante es el tiempo y la temperatura.","al igual que el método tradicional, el sous vide es un método de la cocina molecular simple, donde lo importante es el tiempo y la temperatura de cocción.",0.9095641374588012
274,190.0,190.0,son empleadas normalmente para describir el estudio de cómo los alimentos cambian cuando se cocinan.,usualmente se usan como descripción de los cambios que sufren los alimentos al ser cocinados.,0.909782648086548
275,191.0,191.0,expresiones como cocina molecular o gastronomía molecular son más populares en los medios que en la hostelería.,realmente la cocina molecular o gastronomía molecular es usada con mayor frecuencia en ámbitos de medios que en hostelería.,0.9099620580673218
276,192.0,192.0,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.","antes de usarse en las cocinas, el procedimiento era empleado en laboratorios químicos, consiste en hervir liquido utilizando presiones bajas, evitando así que el calor elimine las partículas del sabor.",0.910005271434784
277,193.0,193.0,son empleadas normalmente para describir el estudio de cómo los alimentos cambian cuando se cocinan.,palabras que comúnmente se emplean para describir el estudio de cómo los alimentos se transforman cuando pasan por la cocina.,0.9109657406806946
278,194.0,194.0,"la congelación con deshidratación, uno de los nuevos métodos empleados en los restaurantes experimentales, maximiza el sabor y la textura en cada bocado.",la congelación con deshidratación es una de las técnicas novedosas utilizadas en los restaurantes experimentales porque fortalece el sabor y el tacto en cada mordida.,0.9120666980743408
279,195.0,195.0,son empleadas normalmente para describir el estudio de cómo los alimentos cambian cuando se cocinan.,mediante los términos gastronomía molecular y cocina molecular se explica el proceso que sufren los alimentos para ser estudiados.,0.91250342130661
280,196.0,196.0,"aunque sous vide es clasificado como técnica de cocina molecular, el método es muy simple y, como con la tradicional, lo importante es el tiempo y la temperatura.","si bien el sous vide se ve como parte de la gastronomía molecular, es una técnica simple y depende del tiempo y temperatura adecuados, como en cualquier otro tipo de cocina.",0.9141725897789
281,197.0,197.0,"los principios básicos de higiene deben respetarse, incluido lavarse las manos antes de tocarla.",asearse las manos antes de agarrarla es uno de los principios esenciales de limpieza que hay que acatar.,0.9143757820129396
282,198.0,198.0,"en el menú hay especialidades como el festival de alcachofa ahumada instantánea, hecha de diferentes texturas de alcachofa y acompañada por una microensalada y queso parmesano espolvoreado con oro de 24 quilates, sobre un tazón de saturno lleno con humo de nogal.","en la carta ofrecen especialidades como el festival de alcachofa ahumada instantánea, cocinada a partir de distintas texturas de alcachofa, servida con una pequeñísima ensalada de queso parmesano al que se le ha espolvoreado oro de 24k, sobre un tazón saturno relleno de humo de nogal.",0.9144520163536072
283,199.0,199.0,"como quiera que se le llame, la cocina científicamente avanzada le ha permitido a los maestros de la culinaria presentar platos divertidos y sorprendentes y crear delicias que antes eran difíciles de lograr.","sin importar su nombre, la ciencia aplicada a la gastronomía le ha brindado a los grandes chefs la oportunidad de ofrecer platillos creativos y asombrosos, además de idear manjares nada fáciles de conquistar en el pasado.",0.9144570231437684
284,200.0,200.0,"la congelación con deshidratación, uno de los nuevos métodos empleados en los restaurantes experimentales, maximiza el sabor y la textura en cada bocado.","con el objetivo de maximizar el sabor y la textura de los alimentos, se utiliza un novedoso método empleado por los locales de venta de comida experimentales: la congelación combinada con la extracción de la humedad del alimento.",0.9148353934288024
285,201.0,201.0,"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.","aplicando la destilación al vacío, puede extraerse el sutil olor de las hojas de la flor conocida como rosa.",0.9151628613471984
286,202.0,202.0,"la congelación con deshidratación, uno de los nuevos métodos empleados en los restaurantes experimentales, maximiza el sabor y la textura en cada bocado.",a través de la combinación de temperaturas gélidas y métodos de resecación se consigue potenciar el sabor y la textura de los alimentos.,0.915242612361908
287,203.0,203.0,"como quiera que se le llame, la cocina científicamente avanzada le ha permitido a los maestros de la culinaria presentar platos divertidos y sorprendentes y crear delicias que antes eran difíciles de lograr.","sin importar como se le denomine, esta técnica moderna de preparación ha facilitado a los artistas de la comida la creación de platillos tanto sorprendentes como ingeniosos, así como la elaboración de exquisiteces, antes complicadas de llevar a cabo.",0.9154617190361024
288,204.0,204.0,"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.",técnicas empleadas como destilación al vacío puede incluso extraer el suave aroma de los pétalos de rosa.,0.9158965349197388
289,205.0,205.0,"la empresa de catering caterers bubble, de londres, incorpora técnicas moleculares en gran parte de su menú.","caterers bubble, una empresa londinense de catering, incorpora técnicas moleculares en muchos de sus platillos.",0.9179843068122864
290,206.0,206.0,"sous vide es una forma perfectamente segura de cocinar, pero un pedazo de carne mal preparado será malo no importa cómo se cocine.","dicho método es una manera estupendamente fiable de cocer alimentos, no obstante, un corte de res acondicionado erróneamente  quedará estropeado independientemente de cómo se cueza.",0.9186253547668456
291,207.0,207.0,"como quiera que se le llame, la cocina científicamente avanzada le ha permitido a los maestros de la culinaria presentar platos divertidos y sorprendentes y crear delicias que antes eran difíciles de lograr.","cual sea el nombre dado, la cocina científicamente adelantada, le ha abierto un panorama más amplio a los de la culinaria ofrecer platillos creativos y encantadores y recrear delicias que antes eran difíciles de obtener.",0.9189440608024596
292,208.0,208.0,"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.",como el aroma de un pétalo de rosa que puede obtenerse a través de cierta destilación.,0.919495403766632
293,209.0,209.0,"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.",un ejemplo es la extracción del sutil aroma de los pétalos de rosa mediante la destilación al vacío.,0.9200273156166076
294,210.0,210.0,"sous vide es una forma perfectamente segura de cocinar, pero un pedazo de carne mal preparado será malo no importa cómo se cocine.","si un trozo de carne es malo, este será malo sin importar que sea cocinado con una técnica segura como el sous de vide.",0.9203779101371764
295,211.0,211.0,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.","un método que fue empleado en los laboratorios de química antes que en la cocina, pone liquido en su punto de ebullición utilizando bajísimas presiones, lo que impide que el calor aniquile las moléculas saborizantes.",0.9211047291755676
296,212.0,212.0,"como quiera que se le llame, la cocina científicamente avanzada le ha permitido a los maestros de la culinaria presentar platos divertidos y sorprendentes y crear delicias que antes eran difíciles de lograr.","la cocina científicamente avanzada, o como se prefiera denominar, ha posibilitado a los chefs la creación de platillos curiosos y deliciosos, que antes eran imposibles de lograr.",0.9219496250152588
297,213.0,213.0,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.","el procedimiento, que fuera usado primero en los laboratorios de química, utiliza bajas presiones para hervir agua a una temperatura mínima, lo que impide que el calor destruya las moléculas de sabor.",0.9226655960083008
298,214.0,214.0,"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.","la destilación es un proceso que entre otros, sirve para extraer el aroma de los pétalos de rosa.",0.923090159893036
299,215.0,215.0,"los principios básicos de higiene deben respetarse, incluido lavarse las manos antes de tocarla.","las reglas básicas de higiene deben de ser acatadas, incluido el lavarse las manos antes de tener contacto con ella.",0.924386739730835
300,216.0,216.0,"sous vide es una forma perfectamente segura de cocinar, pero un pedazo de carne mal preparado será malo no importa cómo se cocine.","la carne mal cocida es peligrosa sin importar como se cocine, pero este método es completamente seguro si está bien ejecutado.",0.92485511302948
301,217.0,217.0,"la congelación con deshidratación, uno de los nuevos métodos empleados en los restaurantes experimentales, maximiza el sabor y la textura en cada bocado.",en los restaurantes experimentales la congelación con deshidratación es una de las nuevas técnicas empleadas que maximizan el sabor y la textura en cada bocado.,0.9251437783241272
302,218.0,218.0,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.","el arte para hacer esto es utilizado en laboratorios de química antes de ser llevado a la mesa; para esto se deja hervir el líquido a la menor temperatura permitida hierve, con ayuda de mínimas presiones y evitando entonces que el calor acabe con las moléculas del sabor.",0.9254899621009828
303,219.0,219.0,"sous vide es una forma perfectamente segura de cocinar, pero un pedazo de carne mal preparado será malo no importa cómo se cocine.","el sous vide asegura una cocina fácil y segura por completo, no obstante, si se la preparación de un alimento es malo, siempre lo será a pesar de cómo se cocine.",0.9256152510643004
304,220.0,220.0,el sous vide es un método de cocción que mantiene la integridad de los alimentos al calentarlos durante largos periodos a temperaturas relativamente bajas.,"otra técnica para conservar íntegra la comida al calentarla es el sous vide, un método de cocción que consiste en calentar mucho tiempo pero a temperaturas muy bajas.",0.925725281238556
305,221.0,221.0,el sous vide es un método de cocción que mantiene la integridad de los alimentos al calentarlos durante largos periodos a temperaturas relativamente bajas.,"el sous vide, técnica que consiste en calentar alimentos a temperaturas relativamente bajas por prolongados periodos de tiempo, es una forma de cocción que mantiene la integridad de los alimentos.",0.9257698059082032
306,222.0,222.0,"aunque sous vide es clasificado como técnica de cocina molecular, el método es muy simple y, como con la tradicional, lo importante es el tiempo y la temperatura.","a pesar de que el sous vide, cuyo método es simple y tradicional, es considerado una técnica molecular, sin embargo el secreto está en mantener el tiempo y temperatura correctos.",0.9261536598205566
307,223.0,223.0,"no obstante, cabe preguntarse cuánto de su influencia culinaria va a resistir el paso del tiempo.","antes, hay que cuestionarse si su fuerza culinaria va a poder con el ritmo del reloj.",0.9262839555740356
308,224.0,224.0,"la congelación con deshidratación, uno de los nuevos métodos empleados en los restaurantes experimentales, maximiza el sabor y la textura en cada bocado.","la congelación por medio de deshidratación, nueva técnica usada por los restaurantes experimentales, aumenta tanto el sabor como la textura de cada bocado.",0.9266228079795836
309,225.0,225.0,"los principios básicos de higiene deben respetarse, incluido lavarse las manos antes de tocarla.","la higiene debe respetarse aún en sus principios más básicos, incluido lavarse las manos antes de tener contacto.",0.9267123937606812
310,226.0,226.0,"aunque sous vide es clasificado como técnica de cocina molecular, el método es muy simple y, como con la tradicional, lo importante es el tiempo y la temperatura.","aun cuando el sous vide se etiqueta como una técnica de la gastronomía molecular, es un método muy simple y como en la cocina de toda la vida, lo más importante es el tiempo y la temperatura.",0.9271262884140016
311,227.0,227.0,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.","para poder conservar las moléculas de sabor, una técnica que se usaba en laboratorios químicos más que en las cocinas, hace hervir líquidos con temperaturas mínimas a baja presión.",0.9272515773773192
312,228.0,228.0,el elemento teatral de la cocina molecular también es muy atractivo para algunos.,algunos consideran muy atrayente el histrionismo de la cocina molecular.,0.9274082183837892
313,229.0,229.0,los sabores más delicados pueden preservarse con un poco de ciencia.,los sabores más tenues pueden conservarse utilizando algo de ciencia.,0.9274715781211852
314,230.0,230.0,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.","veinte años después de acuñado, el término gastronomía molecular no le agrada a algunos chefs.",0.9277215600013732
315,231.0,231.0,"en el menú hay especialidades como el festival de alcachofa ahumada instantánea, hecha de diferentes texturas de alcachofa y acompañada por una microensalada y queso parmesano espolvoreado con oro de 24 quilates, sobre un tazón de saturno lleno con humo de nogal.","una especialidad que se ofrece en su carta de comida es el festival de alcachofa al humo fugaz: se elabora con diversas texturas de alcachofa, una micro ensalada con adornos de queso parmesano en polvo y oro de 24 kilates es servido sobre una gran taza de saturno que desborda humo de nogal.",0.928375244140625
316,232.0,232.0,"en el menú hay especialidades como el festival de alcachofa ahumada instantánea, hecha de diferentes texturas de alcachofa y acompañada por una microensalada y queso parmesano espolvoreado con oro de 24 quilates, sobre un tazón de saturno lleno con humo de nogal.","se pueden encontrar especialidades que incluyen al festival de alcachofa ahumada instantánea, en la carta, compuesta de varias texturas de alcachofa y se acompaña con una ensalada pequeña con queso parmesano esparcido con oro de veinticuatro quilates; todo esto servido en plato de saturno que está repleto de humo de nogal.",0.928608238697052
317,233.0,233.0,el elemento teatral de la cocina molecular también es muy atractivo para algunos.,la teatralidad es un componente muy seductor para algunos y en la cocina molecular no es la excepción.,0.9289297461509703
318,234.0,234.0,"como quiera que se le llame, la cocina científicamente avanzada le ha permitido a los maestros de la culinaria presentar platos divertidos y sorprendentes y crear delicias que antes eran difíciles de lograr.","la elaboración de manjares, platos jocosos e inauditos, que antes eran difíciles de alcanzar para los maestros de la gastronomia, son ahora posibles gracias a la cocina cientificamente avanzada, o como sea que se le llame.",0.9290112257003784
319,235.0,235.0,"los principios básicos de higiene deben respetarse, incluido lavarse las manos antes de tocarla.","se deben respetar los principios esenciales de higiene, incluyendo el lavado de manos antes de tocar.",0.9303525686264038
320,236.0,236.0,"como quiera que se le llame, la cocina científicamente avanzada le ha permitido a los maestros de la culinaria presentar platos divertidos y sorprendentes y crear delicias que antes eran difíciles de lograr.","cualquiera que sea su nombre, la cocina científicamente avanzada ha posibilitado a los maestros de la culinaria crear platos divertidos y asombrosos y crear delicias que antes eran casi imposibles de lograr.",0.9305995106697084
321,237.0,237.0,"aunque sous vide es clasificado como técnica de cocina molecular, el método es muy simple y, como con la tradicional, lo importante es el tiempo y la temperatura.","a pesar de que esta técnica es considerada parte de la gastronomía molecular, el procedimiento es sencillo y, al igual que en el más típico, la duración y el cotrol del calor es lo principal.",0.9306437969207764
322,238.0,238.0,son empleadas normalmente para describir el estudio de cómo los alimentos cambian cuando se cocinan.,normalmente se usan para describir el estudio del cambio de los alimentos cuando se cocinan.,0.9312509298324584
323,239.0,239.0,el elemento teatral de la cocina molecular también es muy atractivo para algunos.,el elemento dramático de la cocina molecular representa algo muy llamativo para unos cuantos.,0.9314254522323608
324,240.0,240.0,"aunque sous vide es clasificado como técnica de cocina molecular, el método es muy simple y, como con la tradicional, lo importante es el tiempo y la temperatura.","aunque sous vide se considera como un método de cocina molecular, el proceso es sumamente burdo, como lo acostumbrado, lo de mayor relevancia es el tiempo y la temperatura.",0.9320103526115416
325,241.0,241.0,"la congelación con deshidratación, uno de los nuevos métodos empleados en los restaurantes experimentales, maximiza el sabor y la textura en cada bocado.",en los restaurantes experimentales se usa un nuevo método que potencializa el sabor y la textura de los alimentos combinando la congelación con deshidratación.,0.9326367974281312
326,242.0,242.0,el sous vide es un método de cocción que mantiene la integridad de los alimentos al calentarlos durante largos periodos a temperaturas relativamente bajas.,el sous vide es una técnica de cocción que preserva la integridad de la comida al calentarla por largos periodos a temperaturas relativamente bajas.,0.932764768600464
327,243.0,243.0,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.","es más común que, en los laboratorios químicos antes que en las cocinas, se emplee la técnica de hervir líquidos a bajas temperaturas y con presiones también bajas, así pueden evitar que el calor altere el sabor.",0.9332457184791564
328,244.0,244.0,el elemento teatral de la cocina molecular también es muy atractivo para algunos.,algo muy atractivo para algunos es el componente dramático que proporciona la cocina molecular.,0.9333085417747498
329,245.0,245.0,"la congelación con deshidratación, uno de los nuevos métodos empleados en los restaurantes experimentales, maximiza el sabor y la textura en cada bocado.","una de las más recientes técnicas utilizado en los restaurantes experimentales que maximiza la textura y el sabor en cada mordida, es la congelación con deshidratación.",0.9333605766296388
330,246.0,246.0,"no obstante, cabe preguntarse cuánto de su influencia culinaria va a resistir el paso del tiempo.","sin embargo, queda cuestionarse cuánto de su papel en la cocina va a sobrevivir al paso del tiempo.",0.9335188269615172
331,247.0,247.0,"en el menú hay especialidades como el festival de alcachofa ahumada instantánea, hecha de diferentes texturas de alcachofa y acompañada por una microensalada y queso parmesano espolvoreado con oro de 24 quilates, sobre un tazón de saturno lleno con humo de nogal.","el festival de la alcachofa ahumada instantánea es una de las especialidades de la carta, que se elabora con múltiples texturas de alcachofa y se sirve con una mini ensalada y queso parmesano rociado con oro de 24 k encima de un tazón de saturno repleto de humo de nogal.",0.933655560016632
332,248.0,248.0,"la empresa de catering caterers bubble, de londres, incorpora técnicas moleculares en gran parte de su menú.","la empresa de catering caterers bubble, de londres, no se reserva métodos moleculares en una gran sección de su catálogo.",0.9340198040008544
333,249.0,249.0,expresiones como cocina molecular o gastronomía molecular son más populares en los medios que en la hostelería.,"los medios popularizan, más que la hostelería, expresiones como gastronomia molecular o cocina molecular.",0.9350212216377258
334,250.0,250.0,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.","él método consiste en hervir el líquido con baja presión y a temperatura baja con el fin de conservar las moléculas del sabor, una técnica usada inicialmente en laboratorios químicos que después se empleó en la cocina.",0.9350845217704772
335,251.0,251.0,"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.",existe la técnica de destilado al vacío que permite extraer el suave aroma de los pétalos de rosa.,0.9353942275047302
336,252.0,252.0,son empleadas normalmente para describir el estudio de cómo los alimentos cambian cuando se cocinan.,se usan normalmente para describir el estudio de los cambios en los alimentos cuando se cocinan.,0.9357926249504088
337,253.0,253.0,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.",el término de gastronomía molecular aún le desagrada a algunos chefs después de dos décadas de adoptado.,0.9361227750778198
338,254.0,254.0,"aunque sous vide es clasificado como técnica de cocina molecular, el método es muy simple y, como con la tradicional, lo importante es el tiempo y la temperatura.","si bien sous vide es una técnica de la gastronomía molecular, realmente es algo sencillo, hay que tener cuidado en a temperatura y el tiempo, aunque eso es propio de cualquier técnica.",0.9361552596092224
339,255.0,255.0,son empleadas normalmente para describir el estudio de cómo los alimentos cambian cuando se cocinan.,regularmente se usan para explicar el estudio alrededor de cómo cambian los alimentos al ser cocinados.,0.9374163150787354
340,256.0,256.0,"sous vide es una forma perfectamente segura de cocinar, pero un pedazo de carne mal preparado será malo no importa cómo se cocine.","sous vide es una forma perfectamente segura de cocinar, pero un trozo de carne cocinado de manera incorrecta, será malo sin importar como se cocine.",0.9375301003456116
341,257.0,257.0,"en el menú hay especialidades como el festival de alcachofa ahumada instantánea, hecha de diferentes texturas de alcachofa y acompañada por una microensalada y queso parmesano espolvoreado con oro de 24 quilates, sobre un tazón de saturno lleno con humo de nogal.","uno de sus platos, servido en un tazón de saturno con humo de nogal, es la alcachofa ahumada instantánea, va acompañada de una microensalada, queso parmesano y oro de 24 quilates.",0.9383190274238586
342,258.0,258.0,"como quiera que se le llame, la cocina científicamente avanzada le ha permitido a los maestros de la culinaria presentar platos divertidos y sorprendentes y crear delicias que antes eran difíciles de lograr.","sin importar su nombre, los maestros de la culinaria han podido presentar diversos y sorprendentes platos además de crear delicias que antes se consideraban difíciles, todo gracias a la cocina científicamente avanzada.",0.9385130405426024
343,259.0,259.0,"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.","por ejemplo, la destilación al vacío hace posible la extracción del delicado aroma de los pétalos de rosa.",0.938933253288269
344,260.0,260.0,"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.","por ejemplo, se puede utilizar la destilación al vacío para extraer el aroma de los pétalos de rosa.",0.9390861988067628
345,261.0,261.0,"no obstante, cabe preguntarse cuánto de su influencia culinaria va a resistir el paso del tiempo.","sin embargo, resulta pertinente preguntarse cuánto de su influencia culinaria va a resistir el paso de los años.",0.9394594430923462
346,262.0,262.0,"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.","la destilación al vacío, por ejemplo, puede extraer la suave fragancia de los pétalos de rosa.",0.9394832253456116
347,263.0,263.0,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.","pasadas dos décadas desde su acuñamiento, el tecnicismo gastronomía molecular le incomoda a varios chefs.",0.940678060054779
348,264.0,264.0,los sabores más delicados pueden preservarse con un poco de ciencia.,"con algo de ciencia, pueden preservarse los sabores más sutiles.",0.9406923651695251
349,265.0,265.0,"aunque sous vide es clasificado como técnica de cocina molecular, el método es muy simple y, como con la tradicional, lo importante es el tiempo y la temperatura.","a pesar de que sous-vide es categorizado como técnica de cocina molecular, el método es muy sencillo y, como con la habitual, las claves son el tiempo y la temperatura.",0.9410489797592164
350,266.0,266.0,"como quiera que se le llame, la cocina científicamente avanzada le ha permitido a los maestros de la culinaria presentar platos divertidos y sorprendentes y crear delicias que antes eran difíciles de lograr.","sin importar el nombre, la cocina científicamente avanzada le ha permitido a los expertos de la culinaria crear platos divertidos y sorprendentes y presentar delicias que resultaban complicadas de alcanzar en otro tiempo.",0.9414721727371216
351,267.0,267.0,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.","esta técnica, que fue utilizada en laboratorios y posteriormente en las cocinas, lleva a un líquido a su punto de ebullición a la temperatura mínima mediante bajas presiones, lo que impide que las moléculas del sabor sean destruidas por el calor.",0.9415779113769532
352,268.0,268.0,"aunque sous vide es clasificado como técnica de cocina molecular, el método es muy simple y, como con la tradicional, lo importante es el tiempo y la temperatura.","pese a que sous vide es clasificado como técnica de cocina molecular, el método es muy sencillo y, al igual que en lo tradicional, lo relevante es el tiempo y la temperatura.",0.9418282508850098
353,269.0,269.0,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.",del laboratorio a la cocina brincó una técnica que consiste en el hervor de líquidos tanto a escasas temperaturas como a bajas presiones imposibilitando así la destrucción de las partículas del sabor.,0.9420753121376038
354,270.0,270.0,expresiones como cocina molecular o gastronomía molecular son más populares en los medios que en la hostelería.,"los términos, cocina o gastronomía molecular, son más utilizados en los medios que en el sector de hostelería.",0.942654311656952
355,271.0,271.0,el sous vide es un método de cocción que mantiene la integridad de los alimentos al calentarlos durante largos periodos a temperaturas relativamente bajas.,"un gran método de cocción, por su cualidad de mantener la integridad de los alimentos aunque pasen por largo tiempo al calor es el sous vide.",0.9428941011428832
356,272.0,272.0,"sous vide es una forma perfectamente segura de cocinar, pero un pedazo de carne mal preparado será malo no importa cómo se cocine.","sous vide es asegura una cocción apropiada, pero un pedazo de carne mal preparado no sabrá bien sin importar el método con el que se cocine.",0.943002700805664
357,273.0,273.0,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.","ampliamente utilizada en los laboratorios químicos, esta técnica consiste en hervir al vacío un líquido a la mínima temperatura posible, para que la energía térmica no rompa los enlaces de las moléculas de sabor.",0.9431747794151306
358,274.0,274.0,"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.","por ejemplo, a través de la destilación al vacío, se puede extraer el sutil aroma de los pétalos de rosa.",0.9432061314582824
359,275.0,275.0,el sous vide es un método de cocción que mantiene la integridad de los alimentos al calentarlos durante largos periodos a temperaturas relativamente bajas.,el sous vide es una técnica de cocción que evita que se pierda la integridad de los alimentos al cocinarlos por largos espacios a bajas temperaturas.,0.9433088302612304
360,276.0,276.0,"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.","el suave dejo olfativo de las capas del capullo de rosa, por dar un ejemplo, puede ser rescatdo por medio de la destilación al vacío.",0.9436230659484864
361,277.0,277.0,el elemento teatral de la cocina molecular también es muy atractivo para algunos.,"de igual forma, el factor dramático de la cocina molecular es fascinante para diversas personas.",0.9438676834106444
362,278.0,278.0,"en el menú hay especialidades como el festival de alcachofa ahumada instantánea, hecha de diferentes texturas de alcachofa y acompañada por una microensalada y queso parmesano espolvoreado con oro de 24 quilates, sobre un tazón de saturno lleno con humo de nogal.","en la carta hay singulares platillos como el “festival de alcachofa ahumada instantánea”, formada por diveresas texturas de alcachofa, servida con una ensalada minimalista y queso parmesano esparcido con oro de primera ley sobre un bol de saturno ocupado por humo de nogal.",0.9443592429161072
363,279.0,279.0,el sous vide es un método de cocción que mantiene la integridad de los alimentos al calentarlos durante largos periodos a temperaturas relativamente bajas.,"el método de cocción sous vide, permite mantener la integridad de los alimentos al usar temperaturas bajas por largos periodos.",0.9443768858909608
364,280.0,280.0,"no obstante, cabe preguntarse cuánto de su influencia culinaria va a resistir el paso del tiempo.","sin embargo, queda en duda de por cuánto tiempo su influencia culinaria va a permanecer al paso del tiempo.",0.9447681903839112
365,281.0,281.0,"en el menú hay especialidades como el festival de alcachofa ahumada instantánea, hecha de diferentes texturas de alcachofa y acompañada por una microensalada y queso parmesano espolvoreado con oro de 24 quilates, sobre un tazón de saturno lleno con humo de nogal.","en la carta se encuentran especialidades como el festival de alcachofa ahumada al momento, preparada con distintas texturas de alcachofa, con una microensalda a lado y parmesano espolvoreado con oro de veinticuatro quilates, servido en un tazón de saturno lleno con humo de nogal.",0.9453966617584229
