,Unnamed: 0,Oración 1,Oración 2,Similitud
244,244,el elemento teatral de la cocina molecular también es muy atractivo para algunos.,algo muy atractivo para algunos es el componente dramático que proporciona la cocina molecular.,0.9333085417747498
245,245,"la congelación con deshidratación, uno de los nuevos métodos empleados en los restaurantes experimentales, maximiza el sabor y la textura en cada bocado.","una de las más recientes técnicas utilizado en los restaurantes experimentales que maximiza la textura y el sabor en cada mordida, es la congelación con deshidratación.",0.9333605766296388
246,246,"no obstante, cabe preguntarse cuánto de su influencia culinaria va a resistir el paso del tiempo.","sin embargo, queda cuestionarse cuánto de su papel en la cocina va a sobrevivir al paso del tiempo.",0.9335188269615172
247,247,"en el menú hay especialidades como el festival de alcachofa ahumada instantánea, hecha de diferentes texturas de alcachofa y acompañada por una microensalada y queso parmesano espolvoreado con oro de 24 quilates, sobre un tazón de saturno lleno con humo de nogal.","el festival de la alcachofa ahumada instantánea es una de las especialidades de la carta, que se elabora con múltiples texturas de alcachofa y se sirve con una mini ensalada y queso parmesano rociado con oro de 24 k encima de un tazón de saturno repleto de humo de nogal.",0.933655560016632
248,248,"la empresa de catering caterers bubble, de londres, incorpora técnicas moleculares en gran parte de su menú.","la empresa de catering caterers bubble, de londres, no se reserva métodos moleculares en una gran sección de su catálogo.",0.9340198040008544
249,249,expresiones como cocina molecular o gastronomía molecular son más populares en los medios que en la hostelería.,"los medios popularizan, más que la hostelería, expresiones como gastronomia molecular o cocina molecular.",0.9350212216377258
250,250,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.","él método consiste en hervir el líquido con baja presión y a temperatura baja con el fin de conservar las moléculas del sabor, una técnica usada inicialmente en laboratorios químicos que después se empleó en la cocina.",0.9350845217704772
251,251,"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.",existe la técnica de destilado al vacío que permite extraer el suave aroma de los pétalos de rosa.,0.9353942275047302
252,252,son empleadas normalmente para describir el estudio de cómo los alimentos cambian cuando se cocinan.,se usan normalmente para describir el estudio de los cambios en los alimentos cuando se cocinan.,0.9357926249504088
253,253,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.",el término de gastronomía molecular aún le desagrada a algunos chefs después de dos décadas de adoptado.,0.9361227750778198
254,254,"aunque sous vide es clasificado como técnica de cocina molecular, el método es muy simple y, como con la tradicional, lo importante es el tiempo y la temperatura.","si bien sous vide es una técnica de la gastronomía molecular, realmente es algo sencillo, hay que tener cuidado en a temperatura y el tiempo, aunque eso es propio de cualquier técnica.",0.9361552596092224
255,255,son empleadas normalmente para describir el estudio de cómo los alimentos cambian cuando se cocinan.,regularmente se usan para explicar el estudio alrededor de cómo cambian los alimentos al ser cocinados.,0.9374163150787354
256,256,"sous vide es una forma perfectamente segura de cocinar, pero un pedazo de carne mal preparado será malo no importa cómo se cocine.","sous vide es una forma perfectamente segura de cocinar, pero un trozo de carne cocinado de manera incorrecta, será malo sin importar como se cocine.",0.9375301003456116
257,257,"en el menú hay especialidades como el festival de alcachofa ahumada instantánea, hecha de diferentes texturas de alcachofa y acompañada por una microensalada y queso parmesano espolvoreado con oro de 24 quilates, sobre un tazón de saturno lleno con humo de nogal.","uno de sus platos, servido en un tazón de saturno con humo de nogal, es la alcachofa ahumada instantánea, va acompañada de una microensalada, queso parmesano y oro de 24 quilates.",0.9383190274238586
258,258,"como quiera que se le llame, la cocina científicamente avanzada le ha permitido a los maestros de la culinaria presentar platos divertidos y sorprendentes y crear delicias que antes eran difíciles de lograr.","sin importar su nombre, los maestros de la culinaria han podido presentar diversos y sorprendentes platos además de crear delicias que antes se consideraban difíciles, todo gracias a la cocina científicamente avanzada.",0.9385130405426024
259,259,"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.","por ejemplo, la destilación al vacío hace posible la extracción del delicado aroma de los pétalos de rosa.",0.938933253288269
260,260,"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.","por ejemplo, se puede utilizar la destilación al vacío para extraer el aroma de los pétalos de rosa.",0.9390861988067628
261,261,"no obstante, cabe preguntarse cuánto de su influencia culinaria va a resistir el paso del tiempo.","sin embargo, resulta pertinente preguntarse cuánto de su influencia culinaria va a resistir el paso de los años.",0.9394594430923462
262,262,"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.","la destilación al vacío, por ejemplo, puede extraer la suave fragancia de los pétalos de rosa.",0.9394832253456116
263,263,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.","pasadas dos décadas desde su acuñamiento, el tecnicismo gastronomía molecular le incomoda a varios chefs.",0.940678060054779
264,264,los sabores más delicados pueden preservarse con un poco de ciencia.,"con algo de ciencia, pueden preservarse los sabores más sutiles.",0.9406923651695251
265,265,"aunque sous vide es clasificado como técnica de cocina molecular, el método es muy simple y, como con la tradicional, lo importante es el tiempo y la temperatura.","a pesar de que sous-vide es categorizado como técnica de cocina molecular, el método es muy sencillo y, como con la habitual, las claves son el tiempo y la temperatura.",0.9410489797592164
266,266,"como quiera que se le llame, la cocina científicamente avanzada le ha permitido a los maestros de la culinaria presentar platos divertidos y sorprendentes y crear delicias que antes eran difíciles de lograr.","sin importar el nombre, la cocina científicamente avanzada le ha permitido a los expertos de la culinaria crear platos divertidos y sorprendentes y presentar delicias que resultaban complicadas de alcanzar en otro tiempo.",0.9414721727371216
267,267,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.","esta técnica, que fue utilizada en laboratorios y posteriormente en las cocinas, lleva a un líquido a su punto de ebullición a la temperatura mínima mediante bajas presiones, lo que impide que las moléculas del sabor sean destruidas por el calor.",0.9415779113769532
268,268,"aunque sous vide es clasificado como técnica de cocina molecular, el método es muy simple y, como con la tradicional, lo importante es el tiempo y la temperatura.","pese a que sous vide es clasificado como técnica de cocina molecular, el método es muy sencillo y, al igual que en lo tradicional, lo relevante es el tiempo y la temperatura.",0.9418282508850098
269,269,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.",del laboratorio a la cocina brincó una técnica que consiste en el hervor de líquidos tanto a escasas temperaturas como a bajas presiones imposibilitando así la destrucción de las partículas del sabor.,0.9420753121376038
270,270,expresiones como cocina molecular o gastronomía molecular son más populares en los medios que en la hostelería.,"los términos, cocina o gastronomía molecular, son más utilizados en los medios que en el sector de hostelería.",0.942654311656952
271,271,el sous vide es un método de cocción que mantiene la integridad de los alimentos al calentarlos durante largos periodos a temperaturas relativamente bajas.,"un gran método de cocción, por su cualidad de mantener la integridad de los alimentos aunque pasen por largo tiempo al calor es el sous vide.",0.9428941011428832
272,272,"sous vide es una forma perfectamente segura de cocinar, pero un pedazo de carne mal preparado será malo no importa cómo se cocine.","sous vide es asegura una cocción apropiada, pero un pedazo de carne mal preparado no sabrá bien sin importar el método con el que se cocine.",0.943002700805664
273,273,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.","ampliamente utilizada en los laboratorios químicos, esta técnica consiste en hervir al vacío un líquido a la mínima temperatura posible, para que la energía térmica no rompa los enlaces de las moléculas de sabor.",0.9431747794151306
274,274,"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.","por ejemplo, a través de la destilación al vacío, se puede extraer el sutil aroma de los pétalos de rosa.",0.9432061314582824
275,275,el sous vide es un método de cocción que mantiene la integridad de los alimentos al calentarlos durante largos periodos a temperaturas relativamente bajas.,el sous vide es una técnica de cocción que evita que se pierda la integridad de los alimentos al cocinarlos por largos espacios a bajas temperaturas.,0.9433088302612304
276,276,"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.","el suave dejo olfativo de las capas del capullo de rosa, por dar un ejemplo, puede ser rescatdo por medio de la destilación al vacío.",0.9436230659484864
277,277,el elemento teatral de la cocina molecular también es muy atractivo para algunos.,"de igual forma, el factor dramático de la cocina molecular es fascinante para diversas personas.",0.9438676834106444
278,278,"en el menú hay especialidades como el festival de alcachofa ahumada instantánea, hecha de diferentes texturas de alcachofa y acompañada por una microensalada y queso parmesano espolvoreado con oro de 24 quilates, sobre un tazón de saturno lleno con humo de nogal.","en la carta hay singulares platillos como el “festival de alcachofa ahumada instantánea”, formada por diveresas texturas de alcachofa, servida con una ensalada minimalista y queso parmesano esparcido con oro de primera ley sobre un bol de saturno ocupado por humo de nogal.",0.9443592429161072
279,279,el sous vide es un método de cocción que mantiene la integridad de los alimentos al calentarlos durante largos periodos a temperaturas relativamente bajas.,"el método de cocción sous vide, permite mantener la integridad de los alimentos al usar temperaturas bajas por largos periodos.",0.9443768858909608
280,280,"no obstante, cabe preguntarse cuánto de su influencia culinaria va a resistir el paso del tiempo.","sin embargo, queda en duda de por cuánto tiempo su influencia culinaria va a permanecer al paso del tiempo.",0.9447681903839112
281,281,"en el menú hay especialidades como el festival de alcachofa ahumada instantánea, hecha de diferentes texturas de alcachofa y acompañada por una microensalada y queso parmesano espolvoreado con oro de 24 quilates, sobre un tazón de saturno lleno con humo de nogal.","en la carta se encuentran especialidades como el festival de alcachofa ahumada al momento, preparada con distintas texturas de alcachofa, con una microensalda a lado y parmesano espolvoreado con oro de veinticuatro quilates, servido en un tazón de saturno lleno con humo de nogal.",0.9453966617584229
282,282,son empleadas normalmente para describir el estudio de cómo los alimentos cambian cuando se cocinan.,frecuentemente son empleadas para detallar el análisis de cómo se alteran los alimentos al ser cocinados.,0.9456377029418944
283,283,"la congelación con deshidratación, uno de los nuevos métodos empleados en los restaurantes experimentales, maximiza el sabor y la textura en cada bocado.","para maximizar el sabor y la textura de los alimentos, los restaurantes experimentales usan la congelación por deshidratación.",0.9457280039787292
284,284,"sous vide es una forma perfectamente segura de cocinar, pero un pedazo de carne mal preparado será malo no importa cómo se cocine.","el sous vide es una opción completamente segura de cocinar, sin embargo, sin importar cómo se cocine, un pedazo de carne mal preparado será malo.",0.9457741975784302
285,285,"en el menú hay especialidades como el festival de alcachofa ahumada instantánea, hecha de diferentes texturas de alcachofa y acompañada por una microensalada y queso parmesano espolvoreado con oro de 24 quilates, sobre un tazón de saturno lleno con humo de nogal.","el menú contiene especialidades como el carnaval de alcachofa humeante inmediata,compuesta de distintos relieves de la rosa verde que viene de la mano de queso de parma bañado de dorados brillos de veinticuatro quilates y una mínima porción de frescos vegetales condimentados, todo recostado en un un hondo plato saturniano envuelto en la evaporación del nogal.",0.9465126395225524
286,286,expresiones como cocina molecular o gastronomía molecular son más populares en los medios que en la hostelería.,"en la hostería son menos conocidas las locuciones como cocina molecular o gastronomía molecular, comparado con su uso en los medios.",0.9466626048088074
287,287,"la empresa de catering caterers bubble, de londres, incorpora técnicas moleculares en gran parte de su menú.","la empresa londinense, caterers bubble, incluye en la mayoría de sus menús técnicas moleculares.",0.9472312331199646
288,288,el sous vide es un método de cocción que mantiene la integridad de los alimentos al calentarlos durante largos periodos a temperaturas relativamente bajas.,"para sostener la integridad de los alimentos al exponerlos al calor, se suele utilizar el método sous vide que aumenta la duración del periodo de exposición al calor en detrimento de la temperatura que suele ser baja.",0.9474186301231384
289,289,"la empresa de catering caterers bubble, de londres, incorpora técnicas moleculares en gran parte de su menú.","catereres bubble, empresa londinense de catering, incluyó en casi todo su menú técnicas de cocina molecular.",0.9474438428878784
290,290,los sabores más delicados pueden preservarse con un poco de ciencia.,"con un poco de ciencia, los sabores más delicados se pueden preservar.",0.9475930333137512
291,291,"la empresa de catering caterers bubble, de londres, incorpora técnicas moleculares en gran parte de su menú.","en londres, la compañía de alimentos caterers bubble, introduce la ciencia molecular en un alto porcentaje de su menú.",0.947903335094452
292,292,el sous vide es un método de cocción que mantiene la integridad de los alimentos al calentarlos durante largos periodos a temperaturas relativamente bajas.,para calentar los alimentos durante un largo periodo a una temperatura relativamente baja sin afectar la integridad de los alimentos existe el método de cocción llamado sous vide.,0.948665738105774
293,293,"la congelación con deshidratación, uno de los nuevos métodos empleados en los restaurantes experimentales, maximiza el sabor y la textura en cada bocado.","nuevos métodos que se usan en restaurantes experimentales como la congelación con deshidratación, por ejemplo, acrecenta la textura y el sabor de cada trozo de alimento.",0.9488040208816528
294,294,expresiones como cocina molecular o gastronomía molecular son más populares en los medios que en la hostelería.,son más conocidas las denominaciones como cocina molecular o gastronomía molecular en la prensa que en la hostelería.,0.9488769173622132
295,295,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.","la técnica proveniente de los laboratorios de qupimica, consiste en hervir un líquido a la mínima temperatura y una presión baja, lo que impide que el calor destruya las moléculas de sabor.",0.9490966796875
296,296,los sabores más delicados pueden preservarse con un poco de ciencia.,basta con un toque de ciencia para mantener en buenas condiciones y por más tiempo los sabores más finos.,0.9492565393447876
297,297,"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.",un ejemplo de ello es la extracción del aroma de los pétalos de rosa que puede ser extraído con la destilación al vacío.,0.9492881298065186
298,298,"aunque sous vide es clasificado como técnica de cocina molecular, el método es muy simple y, como con la tradicional, lo importante es el tiempo y la temperatura.","sous vide tiene la clasificación de técnica de cocina molecular, sin embargo, es una muy simple y lo que importa es el tiempo y la temperatura, tal como con las técnicas tradicionales.",0.9499903917312622
299,299,"sous vide es una forma perfectamente segura de cocinar, pero un pedazo de carne mal preparado será malo no importa cómo se cocine.","sous vide es una forma súper segura de cocinar, pero un pedazo de carne preparado de manera errónea será malo sin importar cómo se cocine.",0.9501643776893616
300,300,"como quiera que se le llame, la cocina científicamente avanzada le ha permitido a los maestros de la culinaria presentar platos divertidos y sorprendentes y crear delicias que antes eran difíciles de lograr.","cualquiera que sea su nombre, la cocina avanzada científicamente le ha permitido a los maestros de la culinaria presentar platillos divertidos e increíbles y preparar delicias que solían ser difíciles de crear.",0.9502659440040588
301,301,el elemento teatral de la cocina molecular también es muy atractivo para algunos.,"de igual forma, el elemento teatral de la cocina molecular es llamativo para algunas personas.",0.9505321383476256
302,302,"sous vide es una forma perfectamente segura de cocinar, pero un pedazo de carne mal preparado será malo no importa cómo se cocine.","un pésimo trozo de carne seguirá siendo malo sin importar como se cocine, pero sous vide es una manera altamente segura de cocinar.",0.9506950378417968
303,303,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.","en este procedimiento, utilizado inicialmente en la labor química y no en la gastronomía, se calienta el agua hasta los 100 grados empleando el menor grado de compresión e imposibilitando que la alta temperatura acabe con las partículas que estimulan nuestro gusto.",0.950768768787384
304,304,"aunque sous vide es clasificado como técnica de cocina molecular, el método es muy simple y, como con la tradicional, lo importante es el tiempo y la temperatura.","la técnica de cocina molecular, sous vide es un método muy simple, donde lo importante es el tiempo y la temperatura, al igual que en la cocina tradicional.",0.9518342614173888
305,305,"en el menú hay especialidades como el festival de alcachofa ahumada instantánea, hecha de diferentes texturas de alcachofa y acompañada por una microensalada y queso parmesano espolvoreado con oro de 24 quilates, sobre un tazón de saturno lleno con humo de nogal.",una especialidad en su menú es el llamado festival de alcaucil ahumado instantáneo que contiene diferentes texturas de alcaucil y se acompaña con una microensalda y queso parmesano además de estar espolvoreado con oro de 24 quilates y se sirve en un tazón de saturno lleno con humo de nogal.,0.9523056149482728
306,306,"en el menú hay especialidades como el festival de alcachofa ahumada instantánea, hecha de diferentes texturas de alcachofa y acompañada por una microensalada y queso parmesano espolvoreado con oro de 24 quilates, sobre un tazón de saturno lleno con humo de nogal.","una de sus especialidades más notorias en el menú es un ahumado instantáneo de alcachofa y nogal, que involucra diversas texturas de alcachofa, cuyas guarniciones son una ensalada con queso parmesano y oro de 24 quilates espolvoreado, servido en un tazón saturnino.",0.9525858759880066
307,307,"sous vide es una forma perfectamente segura de cocinar, pero un pedazo de carne mal preparado será malo no importa cómo se cocine.","este método es una técnica completamente segura de cocinar, aun así, un trozo de carne mal preparado será malo sin importar de que manera se cocine.",0.9527004361152648
308,308,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.","veinte años después de acuñado, el termino gastronomía molecular le molesta a varios chefs.",0.952768862247467
309,309,"como quiera que se le llame, la cocina científicamente avanzada le ha permitido a los maestros de la culinaria presentar platos divertidos y sorprendentes y crear delicias que antes eran difíciles de lograr.","sin importar como se le llame, la cocina científicamente avanzada ha permitido la preparación de alimentos divertidos y que antes eran considerados complicados de hacer.",0.9529313445091248
310,310,"en el menú hay especialidades como el festival de alcachofa ahumada instantánea, hecha de diferentes texturas de alcachofa y acompañada por una microensalada y queso parmesano espolvoreado con oro de 24 quilates, sobre un tazón de saturno lleno con humo de nogal.","entre sus especialidades se encuentra el festival de la alcachofa ahumada instantánea, servida en un tazón de saturno con humo de nogal y preparada a partir de múltiples texturas de alcachofa con una microensalada, rociadas de queso parmesano y oro de veinticuatro quilates.",0.9529827237129213
311,311,"los principios básicos de higiene deben respetarse, incluido lavarse las manos antes de tocarla.","los principios de higiene básicos, como lavarse las manos antes de ponerse en contacto con la comida, siempre deben respetarse.",0.9537817239761353
312,312,expresiones como cocina molecular o gastronomía molecular son más populares en los medios que en la hostelería.,términos como cocina molecular o gastronomía molecular están más presentes en los medios que en el ámbito de la hostelería.,0.9540797472000122
313,313,expresiones como cocina molecular o gastronomía molecular son más populares en los medios que en la hostelería.,expresiones como cocina molecular o gastronomía molecular son más populares en los medios que en el turismo.,0.9542425870895386
314,314,"como quiera que se le llame, la cocina científicamente avanzada le ha permitido a los maestros de la culinaria presentar platos divertidos y sorprendentes y crear delicias que antes eran difíciles de lograr.","sin importar la denominación que se le dé, la gastronomía apoyada por métodos científicos avanzados ha permitido a los maestros de la cocina mostrar platillos divertidos de maneras sorprendentes y crear delicias que en tiempos anteriores era sumamente difícil lograr.",0.9547839164733888
315,315,expresiones como cocina molecular o gastronomía molecular son más populares en los medios que en la hostelería.,cocina molecular o gastronomía molecular son términos que se usan más en los medios que en la hostelería.,0.9548835754394532
316,316,"la congelación con deshidratación, uno de los nuevos métodos empleados en los restaurantes experimentales, maximiza el sabor y la textura en cada bocado.",uno de los nuevos métodos utilizados en restaurantes experimentales para maximizar el sabor y textura de los alimentos es la congelación con deshidratación.,0.9551103711128236
317,317,"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.","la atractiva esencia de los pétalos de rosa puede ser obtenida con la destilación al vacío, por dar un ejemplo.",0.9551801681518556
318,318,expresiones como cocina molecular o gastronomía molecular son más populares en los medios que en la hostelería.,locuciones como gastronomía molecular o cocina mediante métodos moleculares son mucho más populares en los medios de comunicación que en el entorno hostelero.,0.9552943110466005
319,319,"dos décadas después de acuñado, el término gastronomía molecular le disgusta a algunos chefs.","veinte años después de acuñado, el término gastronomía molecular le molesta a algunos chefs.",0.9553442001342772
320,320,"aunque sous vide es clasificado como técnica de cocina molecular, el método es muy simple y, como con la tradicional, lo importante es el tiempo y la temperatura.","a pesar de que el método sous vide es catalogado como cocina molecular, este es muy simple, lo importante es el tiempo y la temperatura, al igual que en la cocina tradicional.",0.9556999206542968
321,321,"la empresa de catering caterers bubble, de londres, incorpora técnicas moleculares en gran parte de su menú.","en gran parte de su menú catering caterers bubble, de londres, recurre a procedimientos moleculares.",0.9557178616523744
322,322,"la empresa de catering caterers bubble, de londres, incorpora técnicas moleculares en gran parte de su menú.","la compañía de servicios alimenticios caterers bubble, proveniente de la capital de inglaterra, integra métodos moleculares casi toda su carta.",0.9557894468307496
323,323,"como quiera que se le llame, la cocina científicamente avanzada le ha permitido a los maestros de la culinaria presentar platos divertidos y sorprendentes y crear delicias que antes eran difíciles de lograr.","cual sea su nombre, la cocina científicamente avanzada le ha permitido a los maestros de la culinaria presentar platos sorprendentes y divertidos y crear manjares que antes eran complicados de lograr.",0.9562909603118896
324,324,"los principios básicos de higiene deben respetarse, incluido lavarse las manos antes de tocarla.",lavarse las manos antes de manipular los alimentos es uno de los principios básicos de higiene que deben respetarse.,0.9565976858139038
325,325,el sous vide es un método de cocción que mantiene la integridad de los alimentos al calentarlos durante largos periodos a temperaturas relativamente bajas.,"el sous vide es un arte de cocción que contiene la integridad de los alimentos al darles calor constantemente, esto durante prolongados tiempos y con temperaturas consideradas generalmente como bajas.",0.9567662477493286
326,326,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.",una técnica previamente empleada en los laboratorios químicos es ahora usada también en las cocinas y consiste en hervir líquido a la temperatura mínima por medio de bajas presiones y en evitar que de esta manera las moléculas del sabor sean destruidas por el calor.,0.9568230509757996
327,327,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.","hervir líquidos a bajas presiones y mínimas temperaturas, impiden que el calor afecte negativamente las moléculas del sabor, antes que en las cocinas, esta técnica fue usada en laboratorios de química.",0.9569625854492188
328,328,"la empresa de catering caterers bubble, de londres, incorpora técnicas moleculares en gran parte de su menú.","la compañía londinense, de servicios alimenticios caterers bubble,, emplea métodos de cocina molecular en la mayoría de sus platillos.",0.9585195779800416
329,329,"sous vide es una forma perfectamente segura de cocinar, pero un pedazo de carne mal preparado será malo no importa cómo se cocine.",un trozo de carne mal preparado será malo sin importar que se use una forma segura de cocinar como lo es el sous vide.,0.9589545726776124
330,330,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.","el método utilizado en laboratorios de química anteriormente a las cocinas, hierve líquido a la más baja temperatura usando bajas presiones y evitando así que el calor desintegre las moléculas del sabor.",0.9592729806900024
331,331,el sous vide es un método de cocción que mantiene la integridad de los alimentos al calentarlos durante largos periodos a temperaturas relativamente bajas.,"existe un método de cocción, llamado sous-vide, que logra mantener la consistencia de los ingredientes al calentarlos mucho tiempo a temperatura baja.",0.959295690059662
332,332,son empleadas normalmente para describir el estudio de cómo los alimentos cambian cuando se cocinan.,son utilizadas usualmente para describir el estudio de cómo los alimentos se alteran al cocinarse.,0.9602060914039612
333,333,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.",esta técnica sacada de los laboratorios de química y usada ahora en las cocinas consiste en hervir el líquido a una temperatura mínima usando bajas presiones para impedir que el calor destruya las moléculas del sabor.,0.9603061676025392
334,334,"la congelación con deshidratación, uno de los nuevos métodos empleados en los restaurantes experimentales, maximiza el sabor y la textura en cada bocado.","para incrementar el sabor y maximizar la textura de cada bocado, en los restaurantes experimentales, se emplea la congelación con deshidratación.",0.9605559706687928
335,335,el elemento teatral de la cocina molecular también es muy atractivo para algunos.,el elemento teatral de la gastronomía molecular también es muy llamativo para las personas.,0.9606448411941528
336,336,son empleadas normalmente para describir el estudio de cómo los alimentos cambian cuando se cocinan.,son usadas normalmente para describir el estudio de como los alimentos de transforman cuando se cocinan.,0.9611287713050842
337,337,"en el menú hay especialidades como el festival de alcachofa ahumada instantánea, hecha de diferentes texturas de alcachofa y acompañada por una microensalada y queso parmesano espolvoreado con oro de 24 quilates, sobre un tazón de saturno lleno con humo de nogal.","una especialidad de su menú, es el festival de alcachofa ahumada instantánea, donde la acachofa tiene diferentes texturas y se acompaña con una microensalada, además de queso parmesano y oro de 24 quilates espolvoreado, servido en un tazón de saturno con humo de nogal.",0.9612693190574646
338,338,"en el menú hay especialidades como el festival de alcachofa ahumada instantánea, hecha de diferentes texturas de alcachofa y acompañada por una microensalada y queso parmesano espolvoreado con oro de 24 quilates, sobre un tazón de saturno lleno con humo de nogal.","el menú incorpora especialidades como el festival de alcachofa ahumada instantánea, esta está hecha con diferentes texturas de alcachofa, una microensalada con queso parmesano espolvoreado y oro de 24 quilates lo acompañan y todo se sirve en un tazón de saturno impregnado con humo de nogal.",0.9613735675811768
339,339,"la empresa de catering caterers bubble, de londres, incorpora técnicas moleculares en gran parte de su menú.","caterers bubble, una empresa inglesa de catering, emplea métodos moleculares en buena medida de su menú.",0.9618883728981018
340,340,expresiones como cocina molecular o gastronomía molecular son más populares en los medios que en la hostelería.,dentro de la hostelería términos como cocina molecular o gastronomía molecular no son tan populares como en los medios.,0.9619151949882508
341,341,"la empresa de catering caterers bubble, de londres, incorpora técnicas moleculares en gran parte de su menú.","como parte esencial de su menú, caterers bubble, una iniciativa empresarial de servicios de comida ofrece técnicas de cocinado molecular.",0.9627571105957032
342,342,"los principios básicos de higiene deben respetarse, incluido lavarse las manos antes de tocarla.",lavarse las manos antes de tocar cualquier cosa forma parte de los principios básicos de higiene que deben respetarse.,0.962776243686676
343,343,"la empresa de catering caterers bubble, de londres, incorpora técnicas moleculares en gran parte de su menú.","la mayor parte del menú de catering caterers, empresa londinense, incluye técnicas de cocina molecular.",0.9633461236953736
344,344,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.","el uso de bajas presiones, procedimiento usado en los laboratorios de química antes que en las cocinas, para hervir líquido a la temperatura mínima, resguarda las moléculas del sabor.",0.9634331464767456
345,345,"no obstante, cabe preguntarse cuánto de su influencia culinaria va a resistir el paso del tiempo.",sin embargo podemos preguntarnos cuánto de su influencia culinaria va a resistir el paso del tiempo.,0.9634890556335448
346,346,"la empresa de catering caterers bubble, de londres, incorpora técnicas moleculares en gran parte de su menú.","cateters bubble, una empresa de catering de londres, integra técnicas moleculares a gran parte de su menú.",0.9635698199272156
347,347,"sous vide es una forma perfectamente segura de cocinar, pero un pedazo de carne mal preparado será malo no importa cómo se cocine.","sous-vide es una forma claramente segura de cocinar, pero un fragmento de carne mal preparado llegará a disgustar no atañe cómo se cocine.",0.9637844562530518
348,348,"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.","el método, usado en laboratorios químicos antes que en las cocinas, hierve líquido a la temperatura más baja utilizando tenues presiones e imposibilitando que el calor destruya las moléculas del sabor.",0.9640563130378724
349,349,el sous vide es un método de cocción que mantiene la integridad de los alimentos al calentarlos durante largos periodos a temperaturas relativamente bajas.,"el sous vide es una técnica de cocción que calienta los alimentos a temperaturas relativamente bajas durante un lapso prolongado, manteniendo así la integridad de los alimentos.",0.9640624523162842
350,350,"en el menú hay especialidades como el festival de alcachofa ahumada instantánea, hecha de diferentes texturas de alcachofa y acompañada por una microensalada y queso parmesano espolvoreado con oro de 24 quilates, sobre un tazón de saturno lleno con humo de nogal.","el menú ésta compuesto de diversas especialidades como un platillo de alcachofa de varias texturas, acompañada por una microensalada y queso parmesano espolvoreado con oro de 24 quilates, sobre un tazón de saturno lleno con humo de nogal, este platillo es llamado “el festival de alcachofa ahumada instantánea”.",0.9642348289489746
351,351,el elemento teatral de la cocina molecular también es muy atractivo para algunos.,"para algunos, el elemento teatral de la cocina molecular resulta también muy atractivo.",0.9642967581748962
352,352,expresiones como cocina molecular o gastronomía molecular son más populares en los medios que en la hostelería.,expresiones como cocina molecular o gastronomía molecular son más conocidas en los medios que en los hoteles.,0.9643605947494508
353,353,"no obstante, cabe preguntarse cuánto de su influencia culinaria va a resistir el paso del tiempo.","sin embargo, es necesario preguntarse cuánto de su influencia culinaria va a aguantar el paso del tiempo.",0.9655233025550842
